8664 1.03954e-13
8670 9.19221e-14
8680 8.09112e-14
8690 7.08752e-14
8700 6.17675e-14
8710 5.35398e-14
8720 4.6143e-14
8730 3.95273e-14
8740 3.36425e-14
8750 2.8438e-14
8760 2.38637e-14
8770 1.98699e-14
8780 1.6408e-14
8790 1.34311e-14
8800 1.08949e-14
8810 8.75964e-15
8820 6.99131e-15
8830 5.56486e-15
8840 4.46747e-15
8850 3.70282e-15
8860 3.29635e-15
8870 3.30145e-15
8880 3.80653e-15
8890 4.9432e-15
8900 6.89523e-15
8910 9.90858e-15
8920 1.43022e-14
8930 2.048e-14
8940 2.8943e-14
8950 4.03033e-14
8960 5.52982e-14
8970 7.48057e-14
8980 9.98604e-14
8990 1.31671e-13
9000 1.71639e-13
9010 2.21377e-13
9020 2.8273e-13
9030 3.57802e-13
9040 4.4897e-13
9050 5.58922e-13
9060 6.90676e-13
9070 8.47612e-13
9080 1.03351e-12
9090 1.25257e-12
9100 1.50949e-12
9110 1.80944e-12
9120 2.15819e-12
9130 2.56209e-12
9140 3.02818e-12
9150 3.56421e-12
9160 4.17875e-12
9170 4.88123e-12
9180 5.68206e-12
9190 6.59269e-12
9200 7.62574e-12
9210 8.79512e-12
9220 1.01162e-11
9230 1.16057e-11
9240 1.32824e-11
9250 1.51669e-11
9260 1.72817e-11
9270 1.96519e-11
9280 2.23052e-11
9290 2.52723e-11
9300 2.8587e-11
9310 3.22871e-11
9320 3.64143e-11
9330 4.10149e-11
9340 4.61407e-11
9350 5.18493e-11
9360 5.82047e-11
9370 6.52789e-11
9380 7.3152e-11
9390 8.19141e-11
9400 9.16663e-11
9410 1.02522e-10
9420 1.1461e-10
9430 1.28074e-10
9440 1.43077e-10
9450 1.59806e-10
9460 1.7847e-10
9470 1.99307e-10
9480 2.22592e-10
9490 2.48634e-10
9500 2.7779e-10
9510 3.10469e-10
9520 3.47141e-10
9530 3.88346e-10
9540 4.34709e-10
9550 4.86952e-10
9560 5.45914e-10
9570 6.12565e-10
9580 6.88038e-10
9590 7.73648e-10
9600 8.7093e-10
9610 9.81673e-10
9620 1.10796e-09
9630 1.25223e-09
9640 1.41729e-09
9650 1.60641e-09
9660 1.82334e-09
9670 2.07233e-09
9680 2.35817e-09
9690 2.6861e-09
9700 3.06168e-09
9710 3.49051e-09
9720 3.97771e-09
9730 4.52718e-09
9740 5.14042e-09
9750 5.81501e-09
9760 6.54272e-09
9770 7.30758e-09
9780 8.08456e-09
9790 8.83947e-09
9800 9.53123e-09
9810 1.01167e-08
9820 1.05576e-08
9830 1.08278e-08
9840 1.09177e-08
9850 1.08357e-08
9860 1.06046e-08
9870 1.0256e-08
9880 9.82438e-09
9890 9.34167e-09
9900 8.83496e-09
9910 8.32509e-09
9920 7.82698e-09
9930 7.35045e-09
9940 6.90129e-09
9950 6.4824e-09
9960 6.09461e-09
9970 5.73739e-09
9980 5.40942e-09
9990 5.10887e-09
10000 4.83371e-09
10010 4.58185e-09
10020 4.35123e-09
10030 4.13991e-09
10040 3.94607e-09
10050 3.76804e-09
10060 3.60431e-09
10070 3.4535e-09
10080 3.31437e-09
10090 3.18582e-09
10100 3.06685e-09
10110 2.95658e-09
10120 2.85421e-09
10130 2.75902e-09
10140 2.67039e-09
10150 2.58774e-09
10160 2.51055e-09
10170 2.43838e-09
10180 2.3708e-09
10190 2.30745e-09
10200 2.24798e-09
10210 2.19211e-09
10220 2.13954e-09
10230 2.09005e-09
10240 2.04339e-09
10250 1.99937e-09
10260 1.9578e-09
10270 1.91852e-09
10280 1.88136e-09
10290 1.84619e-09
10300 1.81289e-09
10310 1.78132e-09
10320 1.75139e-09
10330 1.72299e-09
10340 1.69603e-09
10350 1.67044e-09
10360 1.64613e-09
10370 1.62303e-09
10380 1.60108e-09
10390 1.58022e-09
10400 1.56038e-09
10410 1.54153e-09
10420 1.52361e-09
10430 1.50657e-09
10440 1.49038e-09
10450 1.475e-09
10460 1.46039e-09
10470 1.44652e-09
10480 1.43337e-09
10490 1.42089e-09
10500 1.40908e-09
10510 1.39789e-09
10520 1.38732e-09
10530 1.37733e-09
10540 1.36792e-09
10550 1.35906e-09
10560 1.35074e-09
10570 1.34294e-09
10580 1.33566e-09
10590 1.32886e-09
10600 1.32256e-09
10610 1.31672e-09
10620 1.31136e-09
10630 1.30645e-09
10640 1.30198e-09
10650 1.29796e-09
10660 1.29438e-09
10670 1.29123e-09
10680 1.28851e-09
10690 1.2862e-09
10700 1.28432e-09
10710 1.28286e-09
10720 1.28181e-09
10730 1.28117e-09
10740 1.28095e-09
10750 1.28114e-09
10760 1.28174e-09
10770 1.28276e-09
10780 1.28419e-09
10790 1.28604e-09
10800 1.28831e-09
10810 1.291e-09
10820 1.29411e-09
10830 1.29764e-09
10840 1.3016e-09
10850 1.306e-09
10860 1.31082e-09
10870 1.31608e-09
10880 1.32177e-09
10890 1.3279e-09
10900 1.33447e-09
10910 1.34147e-09
10920 1.34891e-09
10930 1.35678e-09
10940 1.36507e-09
10950 1.37378e-09
10960 1.3829e-09
10970 1.39242e-09
10980 1.40231e-09
10990 1.41256e-09
11000 1.42314e-09
11010 1.43401e-09
11020 1.44514e-09
11030 1.45648e-09
11040 1.46797e-09
11050 1.47955e-09
11060 1.49113e-09
11070 1.50263e-09
11080 1.51394e-09
11090 1.52494e-09
11100 1.5355e-09
11110 1.54544e-09
11120 1.55461e-09
11130 1.56281e-09
11140 1.56982e-09
11150 1.57541e-09
11160 1.57933e-09
11170 1.58131e-09
11180 1.58109e-09
11190 1.57837e-09
11200 1.57289e-09
11210 1.56436e-09
11220 1.55254e-09
11230 1.5372e-09
11240 1.51817e-09
11250 1.4953e-09
11260 1.46854e-09
11270 1.43789e-09
11280 1.40343e-09
11290 1.36533e-09
11300 1.32384e-09
11310 1.27928e-09
11320 1.23205e-09
11330 1.1826e-09
11340 1.13143e-09
11350 1.07904e-09
11360 1.02597e-09
11370 9.72734e-10
11380 9.19809e-10
11390 8.67646e-10
11400 8.16643e-10
11410 7.67145e-10
11420 7.19434e-10
11430 6.73736e-10
11440 6.30218e-10
11450 5.88995e-10
11460 5.50132e-10
11470 5.13654e-10
11480 4.79548e-10
11490 4.47774e-10
11500 4.47774e-10
